title,genres,rating,action,film-noir,imax,crime,fantasy,children,comedy,musical,horror,animation,adventure,mystery,romance,documentary,thriller,war,sci-fi,drama,western
Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller,C,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
"Wedding Singer, The (1998)",Comedy|Romance,C,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Sphere (1998),Sci-Fi|Thriller,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Everest (1998),Documentary|IMAX,A,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Man in the Iron Mask, The (1998)",Action|Adventure|Drama,C,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Primary Colors (1998),Comedy|Drama,C,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"Spanish Prisoner, The (1997)",Crime|Drama|Mystery|Thriller,B,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
"Last Days of Disco, The (1998)",Comedy|Drama,A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Beyond Silence (Jenseits der Stille) (1996),Drama,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",Comedy|Drama,B,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Dream for an Insomniac (1996),Drama|Romance,B,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"X-Files: Fight the Future, The (1998)",Action|Crime|Mystery|Sci-Fi|Thriller,C,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
Out of Sight (1998),Comedy|Crime|Drama|Romance|Thriller,C,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
Picnic at Hanging Rock (1975),Drama|Mystery,B,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Buffalo '66 (a.k.a. Buffalo 66) (1998),Drama|Romance,C,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Armageddon (1998),Action|Romance|Sci-Fi|Thriller,D,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Pi (1998),Drama|Sci-Fi|Thriller,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
There's Something About Mary (1998),Comedy|Romance,C,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Mutiny on the Bounty (1935),Adventure|Drama,B,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"Lost Weekend, The (1945)",Drama,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gentleman's Agreement (1947),Drama,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
All the King's Men (1949),Drama,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
On the Waterfront (1954),Crime|Drama,B,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
West Side Story (1961),Drama|Musical|Romance,C,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Tom Jones (1963),Adventure|Comedy|Romance,C,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
In the Heat of the Night (1967),Drama|Mystery,B,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Oliver! (1968),Drama|Musical,C,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Midnight Cowboy (1969),Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"French Connection, The (1971)",Action|Crime|Thriller,C,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Rocky (1976),Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Kramer vs. Kramer (1979),Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Chariots of Fire (1981),Drama,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Out of Africa (1985),Drama|Romance,C,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"Last Emperor, The (1987)",Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Rain Man (1988),Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Driving Miss Daisy (1989),Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Friday the 13th Part 2 (1981),Horror,E,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Friday the 13th Part 3: 3D (1982),Horror,F,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Friday the 13th Part IV: The Final Chapter (1984),Horror,E,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Friday the 13th Part V: A New Beginning (1985),Horror,E,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Friday the 13th Part VI: Jason Lives (1986),Horror,C,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Halloween II (1981),Horror,E,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Halloween III: Season of the Witch (1982),Horror,F,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Poltergeist (1982),Horror|Thriller,C,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Poltergeist II: The Other Side (1986),Horror|Thriller,G,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Poltergeist III (1988),Horror|Thriller,G,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Exorcist, The (1973)",Horror|Mystery,C,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Mask of Zorro, The (1998)",Action|Comedy|Romance,D,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi,C,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama,B,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Dangerous Liaisons (1988),Drama|Romance,B,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"Last Temptation of Christ, The (1988)",Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Godfather: Part III, The (1990)",Crime|Drama|Mystery|Thriller,C,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Saving Private Ryan (1998),Action|Drama|War,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi,E,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0
"Negotiator, The (1998)",Action|Crime|Drama|Mystery|Thriller,C,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
"Parent Trap, The (1998)",Children|Comedy|Romance,D,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Roger & Me (1989),Documentary,C,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Purple Rose of Cairo, The (1985)",Comedy|Drama|Fantasy|Romance,C,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
Out of the Past (1947),Film-Noir,B,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tender Mercies (1983),Drama|Romance|Western,C,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
And the Band Played On (1993),Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Blue Velvet (1986),Drama|Mystery|Thriller,C,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
"Jungle Book, The (1967)",Animation|Children|Comedy|Musical,C,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
Lady and the Tramp (1955),Animation|Children|Comedy|Romance,C,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
101 Dalmatians (One Hundred and One Dalmatians) (1961),Adventure|Animation|Children,C,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller,E,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0
Splash (1984),Comedy|Fantasy|Romance,D,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
L.A. Story (1991),Comedy|Romance,C,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"Outsiders, The (1983)",Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy,C,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Lord of the Rings, The (1978)",Adventure|Animation|Children|Fantasy,D,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"Dead Zone, The (1983)",Thriller,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cujo (1983),Horror|Thriller,F,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Children of the Corn (1984),Horror|Thriller,E,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Addams Family, The (1991)",Children|Comedy|Fantasy,C,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Watership Down (1978),Adventure|Animation|Children|Drama|Fantasy,B,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0
"Secret of NIMH, The (1982)",Adventure|Animation|Children|Drama,C,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
Pretty in Pink (1986),Comedy|Drama|Romance,D,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
St. Elmo's Fire (1985),Drama|Romance,D,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Rosemary's Baby (1968),Drama|Horror|Thriller,B,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Blade (1998),Action|Horror|Thriller,C,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Next Stop Wonderland (1998),Comedy|Drama|Romance,C,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
Strangers on a Train (1951),Crime|Drama|Film-Noir|Thriller,C,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Stage Fright (1950),Mystery|Romance|Thriller,C,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
"Untouchables, The (1987)",Action|Crime|Drama,C,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lifeboat (1944),Drama|War,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Shadow of a Doubt (1943),Crime|Drama|Thriller,B,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Suspicion (1941),Film-Noir|Mystery|Thriller,B,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"Lady Vanishes, The (1938)",Drama|Mystery|Thriller,C,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Broadcast News (1987),Comedy|Drama|Romance,C,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
Married to the Mob (1988),Comedy,D,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Say Anything... (1989),Comedy|Drama|Romance,C,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
My Blue Heaven (1990),Comedy,D,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Few Good Men, A (1992)",Crime|Drama|Thriller,C,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Edward Scissorhands (1990),Drama|Fantasy|Romance,C,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"Impostors, The (1998)",Comedy,A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Night at the Roxbury, A (1998)",Comedy,F,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Producers, The (1968)",Comedy,C,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
My Cousin Vinny (1992),Comedy,C,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Mighty, The (1998)",Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Children of a Lesser God (1986),Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Elephant Man, The (1980)",Drama,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War,B,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
American History X (1998),Crime|Drama,B,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Siege, The (1998)",Action|Thriller,E,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Waterboy, The (1998)",Comedy,D,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Elizabeth (1998),Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Nights of Cabiria (Notti di Cabiria, Le) (1957)",Drama,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy,C,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
Central Station (Central do Brasil) (1998),Drama,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Celebration, The (Festen) (1998)",Drama,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Very Bad Things (1998),Comedy|Crime,C,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Little Voice (1998),Comedy,C,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Simple Plan, A (1998)",Crime|Drama|Thriller,C,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Star Trek: Insurrection (1998),Action|Drama|Romance|Sci-Fi,D,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
"Prince of Egypt, The (1998)",Animation|Musical,C,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Shakespeare in Love (1998),Comedy|Drama|Romance,C,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
Rocky III (1982),Action|Drama,E,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Rocky IV (1985),Action|Drama,E,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Rocky V (1990),Action|Drama,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Karate Kid, The (1984)",Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Karate Kid, Part II, The (1986)",Action|Adventure|Drama,E,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"Karate Kid, Part III, The (1989)",Action|Adventure|Children|Drama,G,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
Christmas Vacation (National Lampoon's Christmas Vacation) (1989),Comedy,C,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
You've Got Mail (1998),Comedy|Romance,D,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Patch Adams (1998),Comedy|Drama,C,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Hilary and Jackie (1998),Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ruthless People (1986),Comedy,C,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Name of the Rose, The (Name der Rose, Der) (1986)",Crime|Drama|Mystery|Thriller,C,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Crocodile Dundee (1986),Adventure|Comedy,D,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Crocodile Dundee II (1988),Action|Adventure|Comedy,E,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Simply Irresistible (1999),Comedy|Romance,C,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"Last Days, The (1998)",Documentary,B,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Office Space (1999),Comedy|Crime,B,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8MM (1999),Drama|Mystery|Thriller,E,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
"Other Sister, The (1999)",Comedy|Drama|Romance,C,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
Christine (1983),Horror,E,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Planet of the Apes (1968),Action|Drama|Sci-Fi,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Haunting, The (1963)",Horror|Thriller,B,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Village of the Damned (1960),Horror|Sci-Fi|Thriller,D,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
Children of the Damned (1963),Horror|Sci-Fi|Thriller,D,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
"King and I, The (1956)",Drama|Musical|Romance,B,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"Matrix, The (1999)",Action|Sci-Fi|Thriller,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
10 Things I Hate About You (1999),Comedy|Romance,C,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Following (1998),Crime|Mystery|Thriller,C,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Never Been Kissed (1999),Comedy|Romance,E,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Cookie's Fortune (1999),Comedy|Drama,C,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Pushing Tin (1999),Comedy,E,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
eXistenZ (1999),Action|Sci-Fi|Thriller,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Mildred Pierce (1945),Drama|Film-Noir,B,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Dick Tracy (1990),Action|Crime,E,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi,D,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Superman (1978),Action|Adventure|Sci-Fi,C,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Superman II (1980),Action|Sci-Fi,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Superman III (1983),Action|Adventure|Sci-Fi,E,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Frankenstein (1931),Drama|Horror|Sci-Fi,C,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
"Thing from Another World, The (1951)",Horror|Sci-Fi,C,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"War of the Worlds, The (1953)",Action|Drama|Sci-Fi,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Invasion of the Body Snatchers (1956),Horror|Sci-Fi|Thriller,C,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
Buena Vista Social Club (1999),Documentary|Musical,A,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Run Lola Run (Lola rennt) (1998),Action|Crime,B,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trekkies (1997),Documentary,C,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Big Daddy (1999),Comedy,D,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Arachnophobia (1990),Comedy|Horror,E,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy|Musical,C,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
American Pie (1999),Comedy|Romance,C,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"Blair Witch Project, The (1999)",Drama|Horror|Thriller,E,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Eyes Wide Shut (1999),Drama|Mystery|Thriller,C,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi,C,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Ghostbusters II (1989),Comedy|Fantasy|Sci-Fi,D,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"Haunting, The (1999)",Horror|Thriller,F,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Mystery Men (1999),Action|Comedy|Fantasy,D,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Killing, The (1956)",Crime|Film-Noir,B,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spartacus (1960),Action|Drama|Romance|War,C,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"400 Blows, The (Les quatre cents coups) (1959)",Crime|Drama,B,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Mission, The (1986)",Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Radio Days (1987),Comedy|Drama,D,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"Iron Giant, The (1999)",Adventure|Animation|Children|Drama|Sci-Fi,B,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0
"Sixth Sense, The (1999)",Drama|Horror|Mystery,C,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
Cat's Eye (1985),Horror,E,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Airplane! (1980),Comedy,C,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Big (1988),Comedy|Drama|Fantasy|Romance,C,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),Drama|Romance,A,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"Pelican Brief, The (1993)",Crime|Drama|Mystery|Romance|Thriller,E,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0
"Christmas Story, A (1983)",Children|Comedy,C,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Astronaut's Wife, The (1999)",Horror|Sci-Fi|Thriller,E,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
"Hard Day's Night, A (1964)",Adventure|Comedy|Musical,C,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
Deliverance (1972),Adventure|Drama|Thriller,C,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Excalibur (1981),Adventure|Fantasy,C,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sanjuro (Tsubaki Sanjûrô) (1962),Action|Adventure|Drama,A,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Risky Business (1983),Comedy,C,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ferris Bueller's Day Off (1986),Comedy,C,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Year of Living Dangerously, The (1982)",Drama|Romance|War,C,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
Brief Encounter (1946),Drama|Romance,C,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"Lady Eve, The (1941)",Comedy|Romance,B,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"Palm Beach Story, The (1942)",Comedy,B,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gilda (1946),Drama|Film-Noir|Mystery|Romance,B,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
South Pacific (1958),Musical|Romance|War,C,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Indochine (1992),Drama|Romance,B,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"Fistful of Dollars, A (Per un pugno di dollari) (1964)",Action|Western,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sydney (Hard Eight) (1996),Crime|Drama|Thriller,C,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Home Alone 2: Lost in New York (1992),Children|Comedy,E,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Fight Club (1999),Action|Crime|Drama|Thriller,A,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Straight Story, The (1999)",Adventure|Drama,C,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"Bad Seed, The (1956)",Drama|Thriller,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Time Bandits (1981),Adventure|Comedy|Fantasy|Sci-Fi,C,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,C,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0
Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy,C,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
"Insider, The (1999)",Drama|Thriller,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
American Movie (1999),Documentary,C,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"They Shoot Horses, Don't They? (1969)",Drama,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Taming of the Shrew, The (1967)",Comedy,E,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Yojimbo (1961),Action|Adventure,B,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Trading Places (1983),Comedy,C,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Meatballs (1979),Comedy,D,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dead Again (1991),Mystery|Romance|Thriller,C,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
